"节点","url","Url正则","title","Title正则","keywords"
"城市大学连锁酒店列表","http://www.sunnychina.com/hotel/chain_1/beijing/college_123/"," ^/hotel/chain+\d+/[a-z]+/college_\d+/$","【北京_北京大学_如家】酒店预订(预定)_住宿价格查询_地址_阳光旅行网",,"北京,北京大学,如家酒店,预订(预定)"
"城市大学连锁酒店列表-Pn","http://www.sunnychina.com/hotel/chain_1/beijing/college_123/p2.html               "," ^/hotel/chain+\d+/[a-z]+/college_\d+/p\d+\.html$","【北京_北京大学_如家】酒店预订(预定)_住宿价格查询_地址_100_阳光旅行网",,"北京,北京大学,如家酒店,预订(预定)"
"城市景点连锁酒店列表","http://www.sunnychina.com/hotel/chain_1/beijing/spot_123/"," ^/hotel/chain+\d+/[a-z]+/spot_\d+/$","【北京_故宫_如家】酒店预订(预定)_住宿价格查询_地址_阳光旅行网",,"北京,故宫,北京故宫,如家酒店,预订(预定)"
"城市景点连锁酒店列表-Pn","http://www.sunnychina.com/hotel/chain_1/beijing/spot_123/p2.html                   ","^/hotel/chain+\d+/[a-z]+/spot_\d+/p\d+\.html$","【北京_故宫_如家】酒店预订(预定)_住宿价格查询_地址_100_阳光旅行网",,"北京,故宫,北京故宫,如家酒店,预订(预定)"
"城市医院连锁酒店列表","http://www.sunnychina.com/hotel/chain_1/beijing/hospital_123/"," ^/hotel/chain+\d+/[a-z]+/hospital_\d+/$","【北京_北京医院_如家】酒店预订(预定)_住宿价格查询_地址_阳光旅行网",,"北京,北京医院,如家酒店,预订(预定)"
"城市医院连锁酒店列表-Pn","http://www.sunnychina.com/hotel/chain_1/beijing/hospital_123/p2.html                "," ^/hotel/chain+\d+/[a-z]+/hospital_\d+/p\d+\.html$","【北京_北京医院_如家】酒店预订(预定)_住宿价格查询_地址_100_阳光旅行网",,"北京,北京医院,如家酒店,预订(预定)"
"城市地铁线连锁酒店列表","http://www.sunnychina.com/hotel/chain_1/beijing/metroline_123/","     ^/hotel/chain+\d+/[a-z]+/metroline_\d+/$","【北京_地铁地铁线_如家】酒店预订(预定)_住宿价格查询_四号线地铁沿线各站附近的如家酒店_阳光旅行网",,"北京,地铁,地铁线,四号线,附近,如家酒店,预订（预定）"
"城市地铁线连锁酒店列表-Pn","http://www.sunnychina.com/hotel/chain_1/beijing/metroline_123/p2.html                ","  ^/hotel/chain+\d+/[a-z]+/metroline_\d+/p\d+\.html$","【北京_地铁地铁线_如家】酒店预订(预定)_住宿价格查询_四号线地铁沿线各站附近的如家酒店_100_阳光旅行网",,"北京,地铁,地铁线,四号线,附近,如家酒店,预订（预定）"
"城市地铁站连锁酒店列表","http://www.sunnychina.com/hotel/chain_1/beijing/metro_123/","     ^/hotel/chain+\d+/[a-z]+/metro_\d+/$","【北京_地铁地铁站_如家】酒店预订(预定)_住宿价格查询_动物园站附近的如家酒店_阳光旅行网",,"北京,地铁,地铁站,动物园,附近,如家酒店,预订（预定）"
"城市地铁站连锁酒店列表-Pn","http://www.sunnychina.com/hotel/chain_1/beijing/metro_123/p2.html                 "," ^/hotel/chain+\d+/[a-z]+/metro_\d+/p\d+\.html$","【北京_地铁地铁站_如家】酒店预订(预定)_住宿价格查询_动物园站附近的如家酒店_100_阳光旅行网",,"北京,地铁,地铁站,动物园,附近,如家酒店,预订（预定）"
